"id","year","first_name","sex","num","popularity_type"
7309,1992,"Kelly","F",7012,"Semi-trendy"
7310,1980,"Kelly","F",13718,"Semi-trendy"
7311,1995,"Kelly","F",5398,"Semi-trendy"
7312,1966,"Kelly","F",13244,"Semi-trendy"
7313,1975,"Kelly","F",11736,"Semi-trendy"
7314,1973,"Kelly","F",10517,"Semi-trendy"
7315,1981,"Kelly","F",11876,"Semi-trendy"
7316,1968,"Kelly","F",17139,"Semi-trendy"
7317,1976,"Kelly","F",11794,"Semi-trendy"
7318,1970,"Kelly","F",14611,"Semi-trendy"
7319,1990,"Kelly","F",8136,"Semi-trendy"
7320,1982,"Kelly","F",12171,"Semi-trendy"
7321,1967,"Kelly","F",13721,"Semi-trendy"
7322,1959,"Kelly","F",6378,"Semi-trendy"
7323,1990,"Kelsey","F",9495,"Trendy"
7324,1989,"Kelsey","F",9256,"Trendy"
7325,1997,"Kelsey","F",5573,"Trendy"
7326,1988,"Kelsey","F",5454,"Trendy"
7327,1994,"Kelsey","F",9749,"Trendy"
7328,1993,"Kelsey","F",11376,"Trendy"
7329,1991,"Kelsey","F",11433,"Trendy"
7330,1998,"Kelsey","F",5549,"Trendy"
7331,1992,"Kelsey","F",11712,"Trendy"
7332,1996,"Kelsey","F",7655,"Trendy"
7333,1995,"Kelsey","F",8182,"Trendy"
7334,1978,"Kenneth","M",9024,"Semi-classic"
7335,1970,"Kenneth","M",16814,"Semi-classic"
7336,1975,"Kenneth","M",9637,"Semi-classic"
7337,1947,"Kenneth","M",24582,"Semi-classic"
7338,1940,"Kenneth","M",15133,"Semi-classic"
7339,1954,"Kenneth","M",26188,"Semi-classic"
7340,1921,"Kenneth","M",8960,"Semi-classic"
7341,1986,"Kenneth","M",8453,"Semi-classic"
7342,1924,"Kenneth","M",10355,"Semi-classic"
7343,1956,"Kenneth","M",27428,"Semi-classic"
7344,1939,"Kenneth","M",14711,"Semi-classic"
7345,1977,"Kenneth","M",9453,"Semi-classic"
7346,1962,"Kenneth","M",25235,"Semi-classic"
7347,1952,"Kenneth","M",25908,"Semi-classic"
7348,1971,"Kenneth","M",14764,"Semi-classic"
7349,1967,"Kenneth","M",19264,"Semi-classic"
7350,1923,"Kenneth","M",9734,"Semi-classic"
7351,1990,"Kenneth","M",8260,"Semi-classic"
7352,1938,"Kenneth","M",14399,"Semi-classic"
7353,1995,"Kenneth","M",5224,"Semi-classic"
7354,1969,"Kenneth","M",17550,"Semi-classic"
7355,1920,"Kenneth","M",7840,"Semi-classic"
7356,1941,"Kenneth","M",16138,"Semi-classic"
7357,1994,"Kenneth","M",5678,"Semi-classic"
7358,1959,"Kenneth","M",26627,"Semi-classic"
7359,1982,"Kenneth","M",9358,"Semi-classic"
7360,1937,"Kenneth","M",13217,"Semi-classic"
7361,1955,"Kenneth","M",26748,"Semi-classic"
7362,1946,"Kenneth","M",22035,"Semi-classic"
7363,1951,"Kenneth","M",25845,"Semi-classic"
7364,1936,"Kenneth","M",12487,"Semi-classic"
7365,1981,"Kenneth","M",9476,"Semi-classic"
7366,1992,"Kenneth","M",6733,"Semi-classic"
7367,1973,"Kenneth","M",10981,"Semi-classic"
7368,1984,"Kenneth","M",8790,"Semi-classic"
7369,1958,"Kenneth","M",26666,"Semi-classic"
7370,1991,"Kenneth","M",7576,"Semi-classic"
7371,1925,"Kenneth","M",10146,"Semi-classic"
7372,1979,"Kenneth","M",9244,"Semi-classic"
7373,1983,"Kenneth","M",8969,"Semi-classic"
7374,1942,"Kenneth","M",18207,"Semi-classic"
7375,1957,"Kenneth","M",28041,"Semi-classic"
7376,1968,"Kenneth","M",18088,"Semi-classic"
7377,1926,"Kenneth","M",10343,"Semi-classic"
7378,1935,"Kenneth","M",12066,"Semi-classic"
7379,1927,"Kenneth","M",10848,"Semi-classic"
7380,1987,"Kenneth","M",8356,"Semi-classic"
7381,1934,"Kenneth","M",11799,"Semi-classic"
7382,1961,"Kenneth","M",26097,"Semi-classic"
7383,1945,"Kenneth","M",18093,"Semi-classic"
7384,1985,"Kenneth","M",8999,"Semi-classic"
7385,1948,"Kenneth","M",23551,"Semi-classic"
7386,1933,"Kenneth","M",11406,"Semi-classic"
7387,1943,"Kenneth","M",19113,"Semi-classic"
7388,1980,"Kenneth","M",9615,"Semi-classic"
7389,1964,"Kenneth","M",24863,"Semi-classic"
7390,1960,"Kenneth","M",27689,"Semi-classic"
7391,1965,"Kenneth","M",22674,"Semi-classic"
7392,1993,"Kenneth","M",6275,"Semi-classic"
7393,1966,"Kenneth","M",20832,"Semi-classic"
7394,1932,"Kenneth","M",11740,"Semi-classic"
7395,1950,"Kenneth","M",23820,"Semi-classic"
7396,1976,"Kenneth","M",9134,"Semi-classic"
7397,1974,"Kenneth","M",10148,"Semi-classic"
7398,1953,"Kenneth","M",25508,"Semi-classic"
7399,1922,"Kenneth","M",9257,"Semi-classic"
7400,1988,"Kenneth","M",8567,"Semi-classic"
7401,1989,"Kenneth","M",8555,"Semi-classic"
7402,1928,"Kenneth","M",11169,"Semi-classic"
7403,1931,"Kenneth","M",11566,"Semi-classic"
7404,1949,"Kenneth","M",23589,"Semi-classic"
7405,1930,"Kenneth","M",11704,"Semi-classic"
7406,1972,"Kenneth","M",12333,"Semi-classic"
7407,1944,"Kenneth","M",18096,"Semi-classic"
7408,1929,"Kenneth","M",10840,"Semi-classic"
7409,1963,"Kenneth","M",25235,"Semi-classic"
7410,2003,"Kevin","M",11731,"Semi-classic"
7411,1973,"Kevin","M",20778,"Semi-classic"
7412,1976,"Kevin","M",18481,"Semi-classic"
7413,1974,"Kevin","M",19471,"Semi-classic"
7414,1960,"Kevin","M",28384,"Semi-classic"
7415,2009,"Kevin","M",8774,"Semi-classic"
7416,1967,"Kevin","M",24614,"Semi-classic"
7417,2011,"Kevin","M",6565,"Semi-classic"
7418,1959,"Kevin","M",26761,"Semi-classic"
7419,1998,"Kevin","M",12507,"Semi-classic"
7420,1969,"Kevin","M",23565,"Semi-classic"
7421,1996,"Kevin","M",14586,"Semi-classic"
7422,1980,"Kevin","M",17984,"Semi-classic"
7423,1981,"Kevin","M",17462,"Semi-classic"
7424,1985,"Kevin","M",18814,"Semi-classic"
7425,1990,"Kevin","M",20411,"Semi-classic"
7426,1958,"Kevin","M",24660,"Semi-classic"
7427,1986,"Kevin","M",19937,"Semi-classic"
7428,2014,"Kevin","M",5897,"Semi-classic"
7429,1972,"Kevin","M",22363,"Semi-classic"
7430,2007,"Kevin","M",10533,"Semi-classic"
7431,1971,"Kevin","M",24865,"Semi-classic"
7432,1997,"Kevin","M",13293,"Semi-classic"
7433,1961,"Kevin","M",28902,"Semi-classic"
7434,1957,"Kevin","M",24275,"Semi-classic"
7435,1975,"Kevin","M",18080,"Semi-classic"
7436,1983,"Kevin","M",17385,"Semi-classic"
7437,1984,"Kevin","M",17865,"Semi-classic"
7438,1951,"Kevin","M",6353,"Semi-classic"
7439,2001,"Kevin","M",12592,"Semi-classic"
7440,1966,"Kevin","M",25588,"Semi-classic"
7441,1993,"Kevin","M",19080,"Semi-classic"
7442,2010,"Kevin","M",7324,"Semi-classic"
7443,1977,"Kevin","M",22475,"Semi-classic"
7444,1988,"Kevin","M",20168,"Semi-classic"
7445,1956,"Kevin","M",21757,"Semi-classic"
7446,1964,"Kevin","M",29365,"Semi-classic"
7447,1982,"Kevin","M",17468,"Semi-classic"
7448,1999,"Kevin","M",12257,"Semi-classic"
7449,1991,"Kevin","M",20260,"Semi-classic"
7450,1989,"Kevin","M",21207,"Semi-classic"
7451,2004,"Kevin","M",11218,"Semi-classic"
7452,1952,"Kevin","M",7916,"Semi-classic"
7453,1992,"Kevin","M",19639,"Semi-classic"
7454,2008,"Kevin","M",9796,"Semi-classic"
7455,1962,"Kevin","M",28345,"Semi-classic"
7456,1978,"Kevin","M",20110,"Semi-classic"
7457,2005,"Kevin","M",10912,"Semi-classic"
7458,1995,"Kevin","M",15856,"Semi-classic"
7459,2002,"Kevin","M",12043,"Semi-classic"
7460,1970,"Kevin","M",26981,"Semi-classic"
7461,1994,"Kevin","M",17309,"Semi-classic"
7462,1955,"Kevin","M",17168,"Semi-classic"
7463,2013,"Kevin","M",5936,"Semi-classic"
7464,2000,"Kevin","M",12670,"Semi-classic"
7465,2006,"Kevin","M",10778,"Semi-classic"
7466,1954,"Kevin","M",15327,"Semi-classic"
7467,1979,"Kevin","M",18742,"Semi-classic"
7468,2015,"Kevin","M",5177,"Semi-classic"
7469,1987,"Kevin","M",20420,"Semi-classic"
7470,1953,"Kevin","M",10011,"Semi-classic"
7471,2012,"Kevin","M",6227,"Semi-classic"
7472,1963,"Kevin","M",30619,"Semi-classic"
7473,1965,"Kevin","M",28185,"Semi-classic"
7474,1968,"Kevin","M",23870,"Semi-classic"
7475,2010,"Khloe","F",5406,"Trendy"
7476,1963,"Kim","F",10682,"Trendy"
7477,1958,"Kim","F",10652,"Trendy"
7478,1961,"Kim","F",11369,"Trendy"
7479,1964,"Kim","F",9980,"Trendy"
7480,1969,"Kim","F",5451,"Trendy"
7481,1955,"Kim","F",5687,"Trendy"
7482,1966,"Kim","F",9195,"Trendy"
7483,1965,"Kim","F",10084,"Trendy"
7484,1960,"Kim","F",12472,"Trendy"
7485,1968,"Kim","F",6089,"Trendy"
7486,1967,"Kim","F",7405,"Trendy"
7487,1962,"Kim","F",11658,"Trendy"
7488,1956,"Kim","F",9897,"Trendy"
7489,1957,"Kim","F",11433,"Trendy"
7490,1959,"Kim","F",11594,"Trendy"
7491,1970,"Kimberly","F",34138,"Semi-trendy"
7492,1968,"Kimberly","F",31908,"Semi-trendy"
7493,1998,"Kimberly","F",5721,"Semi-trendy"
7494,1969,"Kimberly","F",33082,"Semi-trendy"
7495,1966,"Kimberly","F",32235,"Semi-trendy"
7496,1971,"Kimberly","F",30700,"Semi-trendy"
7497,1989,"Kimberly","F",11036,"Semi-trendy"
7498,1956,"Kimberly","F",6731,"Semi-trendy"
7499,1993,"Kimberly","F",7966,"Semi-trendy"
7500,1977,"Kimberly","F",18286,"Semi-trendy"
7501,1992,"Kimberly","F",8894,"Semi-trendy"
7502,1963,"Kimberly","F",21228,"Semi-trendy"
7503,1957,"Kimberly","F",9446,"Semi-trendy"
7504,1962,"Kimberly","F",20362,"Semi-trendy"
7505,1981,"Kimberly","F",16689,"Semi-trendy"
7506,1975,"Kimberly","F",20263,"Semi-trendy"
7507,1972,"Kimberly","F",26286,"Semi-trendy"
7508,2006,"Kimberly","F",5007,"Semi-trendy"
7509,1979,"Kimberly","F",17639,"Semi-trendy"
7510,1995,"Kimberly","F",7745,"Semi-trendy"
7511,1958,"Kimberly","F",10713,"Semi-trendy"
7512,1967,"Kimberly","F",33100,"Semi-trendy"
7513,1982,"Kimberly","F",16102,"Semi-trendy"
7514,1960,"Kimberly","F",16852,"Semi-trendy"
7515,1964,"Kimberly","F",24129,"Semi-trendy"
7516,1997,"Kimberly","F",6182,"Semi-trendy"
7517,2007,"Kimberly","F",5101,"Semi-trendy"
7518,1996,"Kimberly","F",7175,"Semi-trendy"
7519,1990,"Kimberly","F",10192,"Semi-trendy"
7520,1988,"Kimberly","F",11946,"Semi-trendy"
7521,1986,"Kimberly","F",14418,"Semi-trendy"
7522,1991,"Kimberly","F",9799,"Semi-trendy"
7523,1980,"Kimberly","F",18499,"Semi-trendy"
7524,1974,"Kimberly","F",22422,"Semi-trendy"
7525,2000,"Kimberly","F",5243,"Semi-trendy"
7526,1994,"Kimberly","F",8746,"Semi-trendy"
7527,1984,"Kimberly","F",14443,"Semi-trendy"
7528,1976,"Kimberly","F",18965,"Semi-trendy"
7529,1978,"Kimberly","F",16879,"Semi-trendy"
7530,1973,"Kimberly","F",23532,"Semi-trendy"
7531,1961,"Kimberly","F",17356,"Semi-trendy"
7532,1959,"Kimberly","F",12783,"Semi-trendy"
7533,1985,"Kimberly","F",14912,"Semi-trendy"
7534,1987,"Kimberly","F",13030,"Semi-trendy"
7535,1999,"Kimberly","F",5458,"Semi-trendy"
7536,1965,"Kimberly","F",28833,"Semi-trendy"
7537,1983,"Kimberly","F",15371,"Semi-trendy"
7538,1987,"Kristen","F",7360,"Trendy"
7539,1994,"Kristen","F",5870,"Trendy"
7540,1983,"Kristen","F",8617,"Trendy"
7541,1991,"Kristen","F",6817,"Trendy"
7542,1985,"Kristen","F",8445,"Trendy"
7543,1993,"Kristen","F",5533,"Trendy"
7544,1992,"Kristen","F",6252,"Trendy"
7545,1981,"Kristen","F",8542,"Trendy"
7546,1980,"Kristen","F",7315,"Trendy"
7547,1995,"Kristen","F",5398,"Trendy"
7548,1974,"Kristen","F",6053,"Trendy"
7549,1982,"Kristen","F",9535,"Trendy"
7550,1990,"Kristen","F",8072,"Trendy"
7551,1989,"Kristen","F",8803,"Trendy"
7552,1988,"Kristen","F",8381,"Trendy"
7553,1986,"Kristen","F",7845,"Trendy"
7554,1984,"Kristen","F",8385,"Trendy"
7555,1985,"Kristin","F",6565,"Trendy"
7556,1986,"Kristin","F",6000,"Trendy"
7557,1970,"Kristin","F",5634,"Trendy"
7558,1980,"Kristin","F",7701,"Trendy"
7559,1988,"Kristin","F",6019,"Trendy"
7560,1984,"Kristin","F",7008,"Trendy"
7561,1989,"Kristin","F",6065,"Trendy"
7562,1981,"Kristin","F",9737,"Trendy"
7563,1982,"Kristin","F",8733,"Trendy"
7564,1990,"Kristin","F",5303,"Trendy"
7565,1987,"Kristin","F",5462,"Trendy"
7566,1983,"Kristin","F",7268,"Trendy"
7567,1987,"Kristina","F",5019,"Trendy"
7568,1985,"Kristina","F",5566,"Trendy"
7569,1978,"Kristy","F",5331,"Trendy"
7570,1985,"Krystal","F",5935,"Trendy"
7571,1992,"Kyle","M",20711,"Semi-trendy"
7572,1996,"Kyle","M",15601,"Semi-trendy"
7573,2002,"Kyle","M",10063,"Semi-trendy"
7574,1983,"Kyle","M",12377,"Semi-trendy"
7575,2006,"Kyle","M",6150,"Semi-trendy"
7576,2007,"Kyle","M",5354,"Semi-trendy"
7577,1987,"Kyle","M",19866,"Semi-trendy"
7578,1986,"Kyle","M",19312,"Semi-trendy"
7579,1993,"Kyle","M",19452,"Semi-trendy"
7580,1990,"Kyle","M",22706,"Semi-trendy"
7581,1998,"Kyle","M",15274,"Semi-trendy"
7582,1981,"Kyle","M",6574,"Semi-trendy"
7583,1995,"Kyle","M",16758,"Semi-trendy"
7584,1991,"Kyle","M",21611,"Semi-trendy"
7585,1989,"Kyle","M",20882,"Semi-trendy"
7586,1994,"Kyle","M",18395,"Semi-trendy"
7587,1985,"Kyle","M",16517,"Semi-trendy"
7588,2004,"Kyle","M",7824,"Semi-trendy"
7589,1997,"Kyle","M",15918,"Semi-trendy"
7590,1979,"Kyle","M",5451,"Semi-trendy"
7591,2003,"Kyle","M",8651,"Semi-trendy"
7592,1988,"Kyle","M",19894,"Semi-trendy"
7593,2000,"Kyle","M",11968,"Semi-trendy"
7594,1984,"Kyle","M",12546,"Semi-trendy"
7595,2005,"Kyle","M",6686,"Semi-trendy"
7596,2001,"Kyle","M",10569,"Semi-trendy"
7597,1999,"Kyle","M",13772,"Semi-trendy"
7598,1980,"Kyle","M",5784,"Semi-trendy"
7599,1982,"Kyle","M",8211,"Semi-trendy"
7600,2004,"Kylie","F",5557,"Trendy"
7601,2003,"Kylie","F",5558,"Trendy"
7602,2008,"Kylie","F",5194,"Trendy"
7603,2012,"Landon","M",9350,"Trendy"
7604,2011,"Landon","M",9756,"Trendy"
7605,2016,"Landon","M",7039,"Trendy"
7606,2009,"Landon","M",10164,"Trendy"
7607,2006,"Landon","M",9572,"Trendy"
7608,2019,"Landon","M",5485,"Trendy"
7609,2018,"Landon","M",5847,"Trendy"
7610,2005,"Landon","M",7110,"Trendy"
7611,2015,"Landon","M",7935,"Trendy"
7612,2017,"Landon","M",6351,"Trendy"
7613,2014,"Landon","M",8234,"Trendy"
7614,2004,"Landon","M",5041,"Trendy"
7615,2008,"Landon","M",9356,"Trendy"
7616,2007,"Landon","M",9098,"Trendy"
7617,2013,"Landon","M",8744,"Trendy"
7618,2010,"Landon","M",10476,"Trendy"
7619,1972,"Larry","M",6603,"Semi-trendy"
7620,1964,"Larry","M",10675,"Semi-trendy"
7621,1957,"Larry","M",21920,"Semi-trendy"
7622,1944,"Larry","M",22024,"Semi-trendy"
7623,1936,"Larry","M",7612,"Semi-trendy"
7624,1937,"Larry","M",10321,"Semi-trendy"
7625,1956,"Larry","M",22309,"Semi-trendy"
7626,1958,"Larry","M",20076,"Semi-trendy"
7627,1953,"Larry","M",25211,"Semi-trendy"
7628,1960,"Larry","M",15990,"Semi-trendy"
7629,1938,"Larry","M",12391,"Semi-trendy"
7630,1949,"Larry","M",31813,"Semi-trendy"
7631,1950,"Larry","M",31485,"Semi-trendy"
7632,1955,"Larry","M",22825,"Semi-trendy"
7633,1971,"Larry","M",7765,"Semi-trendy"
7634,1973,"Larry","M",6082,"Semi-trendy"
7635,1965,"Larry","M",9402,"Semi-trendy"
7636,1942,"Larry","M",22099,"Semi-trendy"
7637,1966,"Larry","M",8712,"Semi-trendy"
7638,1954,"Larry","M",24615,"Semi-trendy"
7639,1935,"Larry","M",5975,"Semi-trendy"
7640,1963,"Larry","M",11671,"Semi-trendy"
7641,1951,"Larry","M",30558,"Semi-trendy"
7642,1967,"Larry","M",8331,"Semi-trendy"
7643,1968,"Larry","M",8233,"Semi-trendy"
7644,1941,"Larry","M",20132,"Semi-trendy"
7645,1945,"Larry","M",22825,"Semi-trendy"
7646,1969,"Larry","M",8285,"Semi-trendy"
7647,1939,"Larry","M",14530,"Semi-trendy"
7648,1940,"Larry","M",17198,"Semi-trendy"
7649,1947,"Larry","M",34940,"Semi-trendy"
7650,1962,"Larry","M",12712,"Semi-trendy"
7651,1959,"Larry","M",18419,"Semi-trendy"
7652,1946,"Larry","M",28449,"Semi-trendy"
7653,1948,"Larry","M",33434,"Semi-trendy"
7654,1974,"Larry","M",5694,"Semi-trendy"
7655,1943,"Larry","M",22976,"Semi-trendy"
7656,1961,"Larry","M",14578,"Semi-trendy"
7657,1970,"Larry","M",8106,"Semi-trendy"
7658,1975,"Larry","M",5310,"Semi-trendy"
7659,1952,"Larry","M",28235,"Semi-trendy"
7660,1984,"Latoya","F",5051,"Trendy"
7661,1960,"Laura","F",17061,"Semi-trendy"
7662,1952,"Laura","F",7186,"Semi-trendy"
7663,1971,"Laura","F",13875,"Semi-trendy"
7664,1947,"Laura","F",5051,"Semi-trendy"
7665,1965,"Laura","F",16214,"Semi-trendy"
7666,1979,"Laura","F",11882,"Semi-trendy"
7667,1953,"Laura","F",7630,"Semi-trendy"
7668,1993,"Laura","F",7258,"Semi-trendy"
7669,1951,"Laura","F",6467,"Semi-trendy"
7670,1955,"Laura","F",9007,"Semi-trendy"
7671,1966,"Laura","F",15550,"Semi-trendy"
7672,1976,"Laura","F",11253,"Semi-trendy"
7673,1975,"Laura","F",10311,"Semi-trendy"
7674,1980,"Laura","F",12918,"Semi-trendy"
7675,1984,"Laura","F",14818,"Semi-trendy"
7676,1963,"Laura","F",18509,"Semi-trendy"
7677,1973,"Laura","F",10340,"Semi-trendy"
7678,1978,"Laura","F",11244,"Semi-trendy"
7679,1958,"Laura","F",13512,"Semi-trendy"
7680,1950,"Laura","F",5723,"Semi-trendy"
7681,1989,"Laura","F",11740,"Semi-trendy"
7682,1970,"Laura","F",16494,"Semi-trendy"
7683,1991,"Laura","F",9645,"Semi-trendy"
7684,1969,"Laura","F",17922,"Semi-trendy"
7685,1995,"Laura","F",6007,"Semi-trendy"
7686,1992,"Laura","F",8309,"Semi-trendy"
7687,1977,"Laura","F",11321,"Semi-trendy"
7688,1964,"Laura","F",18972,"Semi-trendy"
7689,1988,"Laura","F",12123,"Semi-trendy"
7690,1986,"Laura","F",14176,"Semi-trendy"
7691,1985,"Laura","F",16002,"Semi-trendy"
7692,1949,"Laura","F",5385,"Semi-trendy"
7693,1972,"Laura","F",11776,"Semi-trendy"
7694,1987,"Laura","F",13032,"Semi-trendy"
7695,1959,"Laura","F",14526,"Semi-trendy"
7696,1957,"Laura","F",12177,"Semi-trendy"
7697,1968,"Laura","F",18742,"Semi-trendy"
7698,1983,"Laura","F",13195,"Semi-trendy"
7699,1961,"Laura","F",17896,"Semi-trendy"
7700,1954,"Laura","F",8720,"Semi-trendy"
7701,1956,"Laura","F",10570,"Semi-trendy"
7702,1982,"Laura","F",13309,"Semi-trendy"
7703,1967,"Laura","F",15816,"Semi-trendy"
7704,1981,"Laura","F",13291,"Semi-trendy"
7705,1962,"Laura","F",17491,"Semi-trendy"
7706,1994,"Laura","F",6859,"Semi-trendy"
7707,1974,"Laura","F",9716,"Semi-trendy"
7708,1990,"Laura","F",10913,"Semi-trendy"
7709,1996,"Laura","F",5227,"Semi-trendy"
7710,2001,"Lauren","F",12781,"Semi-trendy"
7711,2009,"Lauren","F",5201,"Semi-trendy"
7712,1985,"Lauren","F",15768,"Semi-trendy"
7713,1980,"Lauren","F",7476,"Semi-trendy"
7714,1984,"Lauren","F",14476,"Semi-trendy"
7715,2008,"Lauren","F",6452,"Semi-trendy"
7716,1998,"Lauren","F",12907,"Semi-trendy"
7717,2007,"Lauren","F",7435,"Semi-trendy"
7718,2005,"Lauren","F",9247,"Semi-trendy"
7719,1982,"Lauren","F",11594,"Semi-trendy"
7720,1986,"Lauren","F",16680,"Semi-trendy"
7721,1990,"Lauren","F",20507,"Semi-trendy"
7722,2002,"Lauren","F",12325,"Semi-trendy"
7723,1999,"Lauren","F",13911,"Semi-trendy"
7724,1979,"Lauren","F",5629,"Semi-trendy"
7725,1994,"Lauren","F",15158,"Semi-trendy"
7726,2004,"Lauren","F",9982,"Semi-trendy"
7727,2003,"Lauren","F",11051,"Semi-trendy"
7728,1989,"Lauren","F",21065,"Semi-trendy"
7729,1991,"Lauren","F",18409,"Semi-trendy"
7730,1981,"Lauren","F",8814,"Semi-trendy"
7731,1987,"Lauren","F",16706,"Semi-trendy"
7732,2006,"Lauren","F",8497,"Semi-trendy"
7733,1996,"Lauren","F",12593,"Semi-trendy"
7734,1997,"Lauren","F",13245,"Semi-trendy"
7735,1983,"Lauren","F",12944,"Semi-trendy"
7736,1993,"Lauren","F",16187,"Semi-trendy"
7737,1992,"Lauren","F",17216,"Semi-trendy"
7738,2000,"Lauren","F",14175,"Semi-trendy"
7739,1995,"Lauren","F",13445,"Semi-trendy"
7740,1988,"Lauren","F",19637,"Semi-trendy"
7741,1962,"Laurie","F",10674,"Trendy"
7742,1957,"Laurie","F",6547,"Trendy"
7743,1958,"Laurie","F",6728,"Trendy"
7744,1956,"Laurie","F",6202,"Trendy"
7745,1961,"Laurie","F",10430,"Trendy"
7746,1960,"Laurie","F",10145,"Trendy"
7747,1963,"Laurie","F",9271,"Trendy"
7748,1964,"Laurie","F",7838,"Trendy"
7749,1959,"Laurie","F",7533,"Trendy"
7750,1965,"Laurie","F",6534,"Trendy"
7751,1966,"Laurie","F",5666,"Trendy"
7752,1957,"Lawrence","M",8741,"Semi-trendy"
7753,1927,"Lawrence","M",5572,"Semi-trendy"
7754,1955,"Lawrence","M",9133,"Semi-trendy"
7755,1964,"Lawrence","M",5453,"Semi-trendy"
7756,1962,"Lawrence","M",5621,"Semi-trendy"
7757,1931,"Lawrence","M",5366,"Semi-trendy"
7758,1930,"Lawrence","M",5638,"Semi-trendy"
7759,1939,"Lawrence","M",5883,"Semi-trendy"
7760,1923,"Lawrence","M",5913,"Semi-trendy"
7761,1958,"Lawrence","M",7532,"Semi-trendy"
7762,1959,"Lawrence","M",6604,"Semi-trendy"
7763,1924,"Lawrence","M",5775,"Semi-trendy"
7764,1921,"Lawrence","M",5977,"Semi-trendy"
7765,1922,"Lawrence","M",5786,"Semi-trendy"
7766,1948,"Lawrence","M",9765,"Semi-trendy"
7767,1949,"Lawrence","M",10252,"Semi-trendy"
7768,1940,"Lawrence","M",6171,"Semi-trendy"
7769,1920,"Lawrence","M",5727,"Semi-trendy"
7770,1954,"Lawrence","M",9607,"Semi-trendy"
7771,1943,"Lawrence","M",7580,"Semi-trendy"
7772,1925,"Lawrence","M",5633,"Semi-trendy"
7773,1929,"Lawrence","M",5305,"Semi-trendy"
7774,1947,"Lawrence","M",9582,"Semi-trendy"
7775,1932,"Lawrence","M",5295,"Semi-trendy"
7776,1941,"Lawrence","M",6652,"Semi-trendy"
7777,1963,"Lawrence","M",5708,"Semi-trendy"
7778,1953,"Lawrence","M",9852,"Semi-trendy"
7779,1938,"Lawrence","M",5873,"Semi-trendy"
7780,1956,"Lawrence","M",8885,"Semi-trendy"
7781,1934,"Lawrence","M",5325,"Semi-trendy"
7782,1937,"Lawrence","M",5505,"Semi-trendy"
7783,1926,"Lawrence","M",5582,"Semi-trendy"
7784,1950,"Lawrence","M",10174,"Semi-trendy"
7785,1942,"Lawrence","M",7640,"Semi-trendy"
7786,1946,"Lawrence","M",8517,"Semi-trendy"
7787,1952,"Lawrence","M",10304,"Semi-trendy"
7788,1935,"Lawrence","M",5349,"Semi-trendy"
7789,1960,"Lawrence","M",6383,"Semi-trendy"
7790,1936,"Lawrence","M",5342,"Semi-trendy"
7791,1928,"Lawrence","M",5597,"Semi-trendy"
7792,1944,"Lawrence","M",7126,"Semi-trendy"
7793,1951,"Lawrence","M",10263,"Semi-trendy"
7794,1961,"Lawrence","M",6085,"Semi-trendy"
7795,1945,"Lawrence","M",7165,"Semi-trendy"
7796,2020,"Layla","F",6174,"Trendy"
7797,2009,"Layla","F",5209,"Trendy"
7798,2012,"Layla","F",6270,"Trendy"
7799,2013,"Layla","F",6483,"Trendy"
7800,2015,"Layla","F",6333,"Trendy"
7801,2011,"Layla","F",6082,"Trendy"
7802,2018,"Layla","F",6492,"Trendy"
7803,2016,"Layla","F",6276,"Trendy"
7804,2017,"Layla","F",6315,"Trendy"
7805,2014,"Layla","F",6456,"Trendy"
7806,2010,"Layla","F",5893,"Trendy"
7807,2019,"Layla","F",6491,"Trendy"
7808,2009,"Leah","F",6789,"Trendy"
7809,2016,"Leah","F",5423,"Trendy"
7810,2015,"Leah","F",5623,"Trendy"
7811,2018,"Leah","F",5026,"Trendy"
7812,2010,"Leah","F",6537,"Trendy"
7813,2013,"Leah","F",5610,"Trendy"
7814,2014,"Leah","F",5607,"Trendy"
7815,2008,"Leah","F",5630,"Trendy"
7816,2012,"Leah","F",5775,"Trendy"
7817,2017,"Leah","F",5185,"Trendy"
7818,2011,"Leah","F",6395,"Trendy"
7819,2019,"Leo","M",7479,"Trendy"
7820,2017,"Leo","M",5956,"Trendy"
7821,2016,"Leo","M",5293,"Trendy"
7822,2018,"Leo","M",6756,"Trendy"
7823,2020,"Leo","M",7159,"Trendy"
7824,1947,"Leonard","M",5158,"Trendy"
7825,1923,"Leonard","M",5486,"Trendy"
7826,1924,"Leonard","M",5601,"Trendy"
7827,1926,"Leonard","M",5402,"Trendy"
7828,1922,"Leonard","M",5407,"Trendy"
7829,1920,"Leonard","M",5511,"Trendy"
7830,1927,"Leonard","M",5311,"Trendy"
7831,1928,"Leonard","M",5134,"Trendy"
7832,1921,"Leonard","M",5651,"Trendy"
7833,1925,"Leonard","M",5466,"Trendy"
7834,1962,"Leslie","F",5783,"Trendy"
7835,1971,"Leslie","F",5109,"Trendy"
7836,1968,"Leslie","F",5283,"Trendy"
7837,1958,"Leslie","F",6010,"Trendy"
7838,1969,"Leslie","F",5834,"Trendy"
7839,1964,"Leslie","F",5600,"Trendy"
7840,1967,"Leslie","F",5318,"Trendy"
7841,1959,"Leslie","F",5649,"Trendy"
7842,1961,"Leslie","F",5668,"Trendy"
7843,1957,"Leslie","F",6101,"Trendy"
7844,1963,"Leslie","F",5858,"Trendy"
7845,1960,"Leslie","F",5239,"Trendy"
