"id","year","first_name","sex","num","popularity_type"
4442,2007,"Gabriel","M",12907,"Semi-trendy"
4443,2015,"Gabriel","M",10884,"Semi-trendy"
4444,2001,"Gabriel","M",10916,"Semi-trendy"
4445,2008,"Gabriel","M",13036,"Semi-trendy"
4446,2020,"Gabriel","M",7066,"Semi-trendy"
4447,2018,"Gabriel","M",8407,"Semi-trendy"
4448,2012,"Gabriel","M",11558,"Semi-trendy"
4449,2000,"Gabriel","M",8679,"Semi-trendy"
4450,1996,"Gabriel","M",5897,"Semi-trendy"
4451,2016,"Gabriel","M",10251,"Semi-trendy"
4452,1999,"Gabriel","M",7369,"Semi-trendy"
4453,2019,"Gabriel","M",7708,"Semi-trendy"
4454,2009,"Gabriel","M",12828,"Semi-trendy"
4455,2006,"Gabriel","M",12538,"Semi-trendy"
4456,2003,"Gabriel","M",12521,"Semi-trendy"
4457,2017,"Gabriel","M",9155,"Semi-trendy"
4458,2005,"Gabriel","M",12758,"Semi-trendy"
4459,2011,"Gabriel","M",12346,"Semi-trendy"
4460,2010,"Gabriel","M",12881,"Semi-trendy"
4461,2014,"Gabriel","M",10930,"Semi-trendy"
4462,1994,"Gabriel","M",5536,"Semi-trendy"
4463,1997,"Gabriel","M",6404,"Semi-trendy"
4464,1998,"Gabriel","M",7066,"Semi-trendy"
4465,2007,"Gabriella","F",5839,"Trendy"
4466,2011,"Gabriella","F",6099,"Trendy"
4467,2009,"Gabriella","F",6146,"Trendy"
4468,2014,"Gabriella","F",5102,"Trendy"
4469,2008,"Gabriella","F",6030,"Trendy"
4470,2010,"Gabriella","F",6179,"Trendy"
4471,2006,"Gabriella","F",5372,"Trendy"
4472,2012,"Gabriella","F",5506,"Trendy"
4473,2013,"Gabriella","F",5213,"Trendy"
4474,1994,"Gabrielle","F",5043,"Trendy"
4475,2001,"Gabrielle","F",5607,"Trendy"
4476,2000,"Gabrielle","F",5870,"Trendy"
4477,1997,"Gabrielle","F",5943,"Trendy"
4478,2005,"Gabrielle","F",5017,"Trendy"
4479,1995,"Gabrielle","F",5446,"Trendy"
4480,1999,"Gabrielle","F",6130,"Trendy"
4481,1996,"Gabrielle","F",5887,"Trendy"
4482,1998,"Gabrielle","F",6201,"Trendy"
4483,1953,"Gail","F",9585,"Trendy"
4484,1956,"Gail","F",8434,"Trendy"
4485,1951,"Gail","F",9885,"Trendy"
4486,1957,"Gail","F",7949,"Trendy"
4487,1949,"Gail","F",7225,"Trendy"
4488,1955,"Gail","F",8972,"Trendy"
4489,1959,"Gail","F",6351,"Trendy"
4490,1954,"Gail","F",9725,"Trendy"
4491,1960,"Gail","F",5420,"Trendy"
4492,1947,"Gail","F",7240,"Trendy"
4493,1946,"Gail","F",6228,"Trendy"
4494,1958,"Gail","F",6606,"Trendy"
4495,1948,"Gail","F",6604,"Trendy"
4496,1952,"Gail","F",9762,"Trendy"
4497,1950,"Gail","F",8348,"Trendy"
4498,2000,"Garrett","M",5840,"Trendy"
4499,1999,"Garrett","M",5075,"Trendy"
4500,2001,"Garrett","M",5061,"Trendy"
4501,1939,"Gary","M",9681,"Semi-trendy"
4502,1969,"Gary","M",11150,"Semi-trendy"
4503,1957,"Gary","M",29517,"Semi-trendy"
4504,1958,"Gary","M",25271,"Semi-trendy"
4505,1959,"Gary","M",23294,"Semi-trendy"
4506,1962,"Gary","M",20892,"Semi-trendy"
4507,1943,"Gary","M",17868,"Semi-trendy"
4508,1952,"Gary","M",38753,"Semi-trendy"
4509,1966,"Gary","M",14156,"Semi-trendy"
4510,1944,"Gary","M",20058,"Semi-trendy"
4511,1970,"Gary","M",10724,"Semi-trendy"
4512,1942,"Gary","M",17070,"Semi-trendy"
4513,1945,"Gary","M",21347,"Semi-trendy"
4514,1977,"Gary","M",5446,"Semi-trendy"
4515,1941,"Gary","M",14565,"Semi-trendy"
4516,1956,"Gary","M",31816,"Semi-trendy"
4517,1974,"Gary","M",6445,"Semi-trendy"
4518,1967,"Gary","M",12614,"Semi-trendy"
4519,1940,"Gary","M",12570,"Semi-trendy"
4520,1978,"Gary","M",5113,"Semi-trendy"
